Date,"San Francisco, California","Hillsborough, Florida","Cook, Illinois","New York, New York","Harris, Texas","Wayne, Michigan","King, Washington","Suffolk, Massachusetts","Milwaukee, Wisconsin","Ontario, Canada",Italy,Spain,France,Germany,United Kingdom,Norway,Sweden,Iran,Turkey,"Beijing, China","Hubei, China","Korea, South",Malaysia,"New South Wales, Australia"
3/19/20,0.37254901960784315,0.4285714285714286,0.5617977528089888,1.113308391234634,0.30434782608695654,0.9130434782608696,0.23309608540925275,0.41176470588235303,0.31914893617021267,0.16289592760181004,0.14902136476913164,0.29137311286844003,0.20214530576136247,0.2428003569400503,0.023990860624524046,0.12645161290322582,0.12509773260359647,0.06024998559990791,0.9591836734693877,0.023454157782516027,0.0,0.01806727683347198,0.139240506329114,0.14981273408239693
3/20/20,0.08571428571428563,0.6000000000000001,0.0,0.30273141122913505,0.8333333333333333,0.5227272727272727,0.14430014430014437,0.19444444444444442,0.532258064516129,0.19844357976653693,0.14587547215791408,0.13622446139286315,0.1601508600864685,0.2955613577023499,0.48121978430643364,0.09621993127147777,0.13898540653231417,0.06720269462704409,0.8697916666666667,0.022916666666666696,0.0,0.010157618213660236,0.14444444444444438,0.14983713355048867
3/21/20,0.10526315789473695,0.46875,0.9712230215827338,0.4618520675596971,0.23636363636363633,0.5223880597014925,0.17780580075662034,0.2558139534883721,0.3263157894736841,0.22402597402597402,0.1394483315965207,0.2432141107300343,0.13241357437361234,0.11915558242644098,0.2598543811197589,0.10658307210031337,0.07565588773642462,0.04917532070861341,0.8662952646239555,0.026476578411405383,0.0,0.016990291262136026,0.14854368932038842,0.23512747875354112
3/22/20,0.2857142857142858,0.23404255319148937,0.468978102189781,0.2820717131474104,0.08823529411764697,3.6764705882352944,0.1134903640256959,0.16666666666666674,0.4444444444444444,0.1273209549071619,0.10377393706372029,0.13375896587057623,0.12155160341688842,0.11974969612389152,0.13252291749701084,0.1260623229461757,0.09699376063528087,0.04987869966035907,0.844776119402985,0.03571428571428581,0.0,0.01841118308898748,0.1039729501267963,0.5344036697247707
3/23/20,0.21296296296296302,0.2931034482758621,0.14534161490683228,0.274601201574477,0.054054054054053946,0.33752620545073375,0.125,0.22222222222222232,0.1208791208791209,0.18352941176470594,0.08098008048970207,0.22135706340378203,0.23960544387563987,0.16817432557391543,0.17015660742565553,0.0989517819706498,0.05791106514994837,0.06520935391440985,0.2370550161812297,0.028735632183908066,0.0,0.0,0.16232771822358338,0.0
3/24/20,0.16030534351145032,0.21333333333333337,0.2950108459869849,0.21121495327102813,0.7179487179487178,0.37304075235109724,0.0,0.5194805194805194,0.19117647058823528,0.168986083499006,0.08210928089852487,0.13516051912568305,0.12328767123287676,0.13525605726872247,0.21458646616541355,0.09233117130866075,0.11730205278592365,0.07644583279101047,0.22432962720732497,0.03910614525139655,1.4749262536861707e-05,0.008481196295056392,0.06982872200263501,0.2227204783258594
3/25/20,0.17105263157894735,0.16483516483516492,0.187604690117253,0.19806763285024154,0.38059701492537323,0.2808219178082192,0.16153846153846163,0.46153846153846145,0.3374485596707819,0.17006802721088432,0.07531513819821911,0.24144415193681845,0.13132173601147779,0.1314800218274419,0.17976971647889073,0.07719175689835844,0.10498687664042006,0.08891217605094504,0.2996794871794872,0.005376344086021501,0.0,0.011065619121389814,0.10591133004926112,0.2579462102689487
3/26/20,0.252808988764045,0.3396226415094339,0.0,0.22496639784946226,0.09729729729729719,0.23796791443850274,0.1604120676968359,0.3099415204678362,0.06769230769230772,0.24709302325581395,0.08338934745785487,0.1670402908209634,0.15543137954266228,0.1772365565469014,0.22342323433728617,0.0924124513618676,0.12430720506729998,0.08842580597401639,0.4915741882449651,0.00891265597147961,0.0,0.011382291780672071,0.13084632516703776,0.18464528668610303
3/27/20,0.2511210762331839,0.176056338028169,0.5789844851904091,0.16915832304667866,0.1280788177339902,0.3030957523398128,0.0,0.4084821428571428,0.18443804034582123,0.15850815850815847,0.07332266190174841,0.1372823867372721,0.1306465443320186,0.15779052300969543,0.24746954880768568,0.11457405758385275,0.08063380281690136,0.09950350268652652,0.5701295122623313,0.005300353356890497,0.0,0.009847419110485811,0.06400787789266382,0.15258408531583267
3/28/20,0.10394265232974909,0.16766467065868262,0.16703885663242524,0.16435302858483558,0.9432314410480349,0.2795580110497238,0.3170577045022194,0.3359746434231379,0.3163017031630171,0.15090543259557343,0.06906518069781953,0.11436570854699557,0.13987986894794324,0.13414322502014908,0.17506704256343264,0.06924101198402122,0.12316715542521983,0.09513794383273533,0.299052299052299,0.007029876977152849,0.0,0.015645092156022278,0.07357704766311901,0.15088967971530254
3/29/20,0.10389610389610393,0.11794871794871797,0.3184079601990051,0.13406770553465885,0.18202247191011245,0.16753022452504318,0.03948001925854605,0.11506524317912215,0.12014787430683915,0.18444055944055937,0.05641707760186865,0.09387587901959438,0.06916833000665346,0.07626310772163958,0.14237228626601905,0.0669987546699875,0.0733971569480707,0.08193063714414817,0.24520399891921096,0.00698080279232105,0.0,0.01107828655834564,0.06465517241379315,0.10760667903525056
3/30/20,0.10000000000000009,0.16055045871559637,0.08185776487663277,0.10912698412698418,0.07034220532319391,0.18158284023668636,0.0009263547938860306,0.18617021276595747,0.018151815181518094,0.2590405904059041,0.04145809661272004,0.09794033204344021,0.10892617115547365,0.0771398663338434,0.13415633644093838,0.03758169934640532,0.08864864864864863,0.08316583570440361,0.17467722686340448,0.0,0.0,0.008139413544818952,0.06315789473684208,0.13456169737576773
3/31/20,0.06149732620320858,0.2055335968379446,0.20633217064663278,0.1512829412864123,0.20781527531083488,0.16901408450704225,0.07820453493752888,0.23139013452914803,0.15072933549432732,0.15240328253223923,0.039837230560552106,0.09057938059939064,0.17010101010101009,0.07360394707333473,0.13590172078948548,0.04409448818897643,0.10104270109235358,0.0749487890107241,0.249746005356978,0.005199306759098743,0.0,0.012938619190560052,0.05331302361005341,0.0
4/1/20,0.09319899244332497,0.013114754098360715,0.14590747330960863,0.10018785222291804,0.24558823529411766,0.19678714859437751,0.0,0.1828113619810634,0.09859154929577474,0.2166836215666328,0.04520190562613435,0.08543310780521884,0.09325122774708405,0.0844474153297683,0.17192842942345932,0.04783451842275377,0.11544532130777907,0.06698800582894293,0.15874658192299163,0.0,1.4749044999318173e-05,0.010320866544042406,0.05133767172812731,0.07381889763779537
4/2/20,0.03686635944700467,0.3074433656957929,0.08210403726708071,0.09211829928961413,0.12750885478158214,0.13400447427293072,0.13991416309012883,0.16748768472906406,0.11410256410256414,0.16764214046822734,0.04221607249443804,0.0763268599089495,0.037129972450823834,0.08888945962605299,0.14399131437877455,0.058400164507505625,0.1255306246209824,0.06040804319963011,0.15664264302570308,0.0034482758620688614,0.0,0.009001719429553967,0.07152682255845932,0.05316223648029328
4/3/20,0.10444444444444434,0.14603960396039595,0.09614349775784747,0.10326391167557758,0.1581151832460732,0.2026040639179325,0.04932228915662651,0.1513713080168777,0.17721518987341778,0.16541353383458657,0.039785841967338254,0.06365948333556415,0.08853734878605879,0.07506427341557176,0.13197698558633375,0.043326209442393626,0.10111350574712641,0.053796465086787704,0.15362558588365038,0.0034364261168384758,0.0,0.008620689655172376,0.06964056482670089,0.0395996518711923
4/4/20,0.06438631790744465,0.07343412526997839,0.21731304205531,0.10754211935128333,0.16094032549728743,0.10925196850393704,0.03982777179763186,0.11268896014658725,0.0,0.11520737327188946,0.04009947674564174,0.05846525558100324,0.06632161397618819,0.054114239954365484,0.09785684342905054,0.033519553072625774,0.05088892513456211,0.048135682454919726,0.14401797237225744,0.001712328767123239,1.4748827468213932e-05,0.009342079109520895,0.045004500450045004,0.043532858936793595
4/5/20,0.07372400756143671,0.07847082494969815,0.07998386879956976,0.06705525542602597,0.08644859813084116,0.11180124223602483,0.09282263630089727,0.09427748044462736,0.16324535679374397,0.19944903581267215,0.034629950574491364,0.04341829941031006,0.027301217112455367,0.041949381842401046,0.14087296852254005,0.024684684684684655,0.060065187024678,0.04454370952406572,0.1309852093256456,0.0017094017094017033,0.0,0.007975580937376936,0.051392477749066856,0.03489771359807459
4/6/20,0.02640845070422526,0.06529850746268662,0.08638287279063972,0.06854080620568159,0.2967741935483872,0.10002660281989884,0.05178402273444904,0.10195635816403303,0.055462184873949605,-0.001607717041800627,0.027910475540527946,0.03820093280464265,0.05550668293651917,0.03247006182395662,0.07952976613814156,0.031299454897133705,0.05505124450951682,0.03905471782365266,0.11629539325427607,0.0017064846416381396,0.0,0.0045911888248511,0.03577280174767883,0.02209302325581386
4/7/20,0.06689536878216118,0.06479859894921192,0.0,0.06504481788836403,0.18629076838032055,0.09371221281741238,0.04653257280096068,0.10788665073403902,0.05334394904458595,0.08718656544743508,0.02292771620632683,0.03853667459301269,0.05077295335394538,0.041490123241821,0.07041543946674933,0.037681159420289934,0.0675825700804884,0.03452892561983467,0.12880166793526815,0.0,0.0,0.004570206145468658,0.044819404165568066,0.018581721653394112
4/8/20,0.08681672025723475,0.02960526315789469,0.20531622364802926,0.06409022321660851,0.09086672879776336,0.06423438363736866,0.05794606999426266,0.10939907550077033,0.07029478458049887,0.11637748624629718,0.028292006549348825,0.044229333107889124,0.04965010810188453,0.05232066726730622,0.09939900800115864,0.0,0.09437150656440929,0.0319065650513668,0.12070128118678358,0.0017035775127767216,0.0,0.00513019068821996,0.039364118092354294,0.017870439314966458
4/9/20,0.07100591715976323,0.028753993610223683,0.0,0.06387296309426294,0.30158052114480993,0.048514440058175845,0.053687635574837245,0.12250000000000005,0.04802259887005644,0.09154662623199394,0.030153060492605244,0.03374713264066931,0.05223771450858039,0.043117144471119806,0.07152618839839953,0.02053894183371674,0.08575840361088005,0.025299600532623145,0.10610579186940816,0.0,0.0,0.003755778120184905,0.026462733673221717,0.014264813460131753
4/10/20,0.100828729281768,0.04192546583850931,0.18555133079847907,0.061543411315898355,0.07023301608139154,0.04418904191023487,0.059444158517756085,0.12199950507300183,0.061320754716981174,0.08300052092377141,0.02750894684806382,0.03296523997859313,0.050293047930131785,0.033761772196884365,0.1333958234091921,0.016583480920946636,0.05951208839295474,0.029779522802778624,0.11226999668889825,0.0,0.0,0.0025904250215869062,0.027909176915799527,0.017670393076090862
4/11/20,0.07528230865746544,0.028315946348733245,0.07576972418216799,0.0641236577762383,0.09199632014719406,0.0390928930638581,0.03521982025746895,0.08645787384208203,0.049523809523809526,0.0658970658970659,0.03180712441640643,0.030036708724798356,0.03434205302395332,0.022403025267862198,0.07094823612353918,0.015045929680076009,0.04811564274651525,0.02693864382918809,0.1092517382891407,0.001700680272108901,0.0,0.002870813397129135,0.04233778186838477,0.012402551381998528
4/12/20,0.0175029171528589,0.10000000000000009,0.08705373779533421,0.04984334947308455,0.01909575961808474,0.019450278513377883,0.038479587048334096,0.08790093382054409,0.034482758620689724,0.06031889290012038,0.026873140650550686,0.0233335582449532,0.28620321995948395,0.023585358824094627,0.06694433543061873,0.018099547511312153,0.03270613732637173,0.023661625897842375,0.09180133034293703,0.0,0.0,0.003053435114503733,0.033774834437086065,0.0
4/13/20,0.09747706422018343,0.07114624505928857,0.06095303393897833,0.03444500426323538,0.03168917057040499,0.04335363668935854,0.0,0.04105243515581258,0.019298245614035148,0.05972478365725631,0.020164616949022385,0.019588685556041652,0.030381404756575803,0.01734791246265277,0.051519358321764575,0.011954022988505786,0.0443575312410569,0.02255670563289902,0.07186249034342307,0.0,0.0,0.002378234398782375,0.028614136237454568,0.0021001050052502634
4/14/20,0.03134796238244508,0.007380073800737907,0.05486622721985257,0.03467493420005052,0.04353632478632474,0.04816277472527464,0.027790329868956132,0.05251837246818436,0.02983362019506597,0.06465863453815257,0.018631359863587438,0.01435634542237163,0.04790905726560357,0.009894519958177028,0.05926360569165312,0.003028926245645991,0.045396419437340185,0.021472518177973576,0.06653671640813119,0.0,0.0,0.002562399164847573,0.03529167531658706,0.0024449877750611915
4/15/20,0.02634245187436668,0.061050061050061055,0.06022177295840225,0.07094554836373512,0.04863066291272067,0.027438774674420463,0.01560782589580123,0.06931198910081737,0.04178272980501396,0.06211492518546469,0.016413519767613627,0.029575579137712138,0.024698087568040705,0.025837590115637354,0.049034333620955994,0.017665710403140578,0.04211446046308431,0.020193116711406667,0.06574925895777972,0.001697792869269854,0.0,0.0025558500567965936,0.01704431521957095,0.0055749128919859725
4/16/20,0.005923000987166915,0.010356731875719172,0.045128857043799764,0.04094605332116119,0.05101293629484993,0.0,0.016666666666666607,0.08616021659499928,0.04117647058823537,0.1649106191547296,0.022923919953982574,0.04111593974465788,0.0935790814415225,0.021854801006285562,0.046884520086112325,0.02314540059347192,0.0513959922864089,0.021023969419680766,0.06918664975789723,0.005084745762711895,0.0,0.002077235388537435,0.021687697160883257,0.003811503811503858
